Identifiant,Marque,Nom
59470002,Elan,SARL MANU-MECANIC
59910001,Carrefour Market,Carrefour Market
59111001,Carrefour Market,Carrefour Market
59630002,Carrefour Market,Carrefour Market
59166001,Intermarché,INTERMARCHE BOUSBECQUE
59222001,Carrefour Contact,CARREFOUR CONTACT
59123001,Carrefour Market,Carrefour Market
59860003,Système U,SUPER U BRUAY SUR L ESCAUT
59151001,Total Access,M.ROSSIN
59190007,Carrefour Contact,CARREFOUR CONTACT
59400005,Carrefour Market,Carrefour Market
59400006,CORA,CORA
59400004,Esso Express,ESSO LIBERTE
59400003,Esso Express,ESSO VICTOR HUGO
59400008,Total,RELAIS DE SELLES
59400007,Total,RELAIS ST DRUON
59180001,Carrefour Market,Carrefour Market
59670001,Carrefour Contact,Carrefour contact Cassel
59541001,Leclerc,CAUDIS EXPLOITATION
59540003,Elan,ELAN
59540002,Intermarché,INTERMARCHE SAS JUDICANNE
59930002,Total Access,RELAIS PONT-BERTIN
59163001,Carrefour,Carrefour CONDE SUR L ESCAUT
59163002,Total,SARL RELAIS DU TOURNIQUET
59411001,CORA,CORA
59210003,Intermarché,INTERMARCHE COUDEKERQUE BRANCHE
59210004,Intermarché,INTERMARCHE VIEUX COUDEKERQUE
59210005,Total,RELAIS COUDEKERQUE BRANCHE FURNES
59553002,Netto,NETTO CUINCY
59830001,Intermarché,SAS PAJOU
59450001,Auchan,Auchan Sin Le Noble
59187001,Carrefour Market,Carrefour Market mlb distrib
59721001,Carrefour,CARREFOUR DENAIN
59501001,Leclerc,E. LECLERC DOUAI
59500009,Total,RELAIS DOUAI HIPPODROME
59500010,Avia,STATION AVIA DOUAI RELAIS DE GAYANT
59282001,Intermarché,INTERMARCHE
59240002,Carrefour Market,Carrefour Market
59430001,Carrefour,CARREFOUR SAINT POL SUR MER
59640002,Total Access,RELAIS DU PONT LOBY
59240001,Leclerc,ROSENDAEL-DISTRIBUTION
59240003,BP,Station BP de l'Europe
59320005,Intermarché,INTERMARCHE EMMERIN
59193002,Carrefour Market,CARREFOUR MARKET
59161001,Auchan,AUCHAN CAMBRAI
59278003,Intermarché,SAS CAUGILE
59940001,Carrefour Market,Carrefour Market
59155007,Total Access,RELAIS FACHES
59750004,Carrefour Market,Carrefour Market
59750005,Total Access,RELAIS DE FEIGNIES
59179001,Carrefour Contact,Carrefour Contact
59680001,Carrefour Market,Carrefour Market
59128002,Carrefour,CARREFOUR DOUAI - FLERS
59148003,Carrefour Contact,CARREFOUR CONTACT
59610001,Auchan,AUCHAN SUPERMARCHE
59610002,Carrefour,CARREFOUR FOURMIES
59610004,Total Access,RELAIS FOURMIES
59132001,Intermarché,INTERMARCHE CONTACT
59231002,Intermarché,INTERMARCHE
59760001,Auchan,AUCHAN
59760002,BP,BP A16 GRANDE SYNTHES
59760005,Total,RELAIS DE SYNTHES
59153001,Système U,SARL MYKA
59820001,Total,GRAVELINES GGRD
59287001,Intermarché,INTERMARCHE GUESNAIN
59320004,Leclerc,CENTRE LECLERC HALLENNES LEZ HAUBOU
59320006,Total Access,RELAIS D'HALLENNES
59250001,Total Access,AUTO B.M.
59250002,Intermarché,INTERMARCHE HALLUIN
59198001,Elan,STATION GOUTANT
59320001,Auchan,AUCHAN ENGLOS
59121002,Total Access,RELAIS HAULCHIN CX STE MARIE
59570003,Intermarché,S.A MAJEMON INTERMARCHE
59190002,Carrefour,CARREFOUR HAZEBROUCK
59190001,Total,GARAGE TROLLE
59190005,Elan,Sarl lemaire
59190003,Leclerc,S.D.H.
59190004,Système U,SUPER U HAZEBROUCK
59510003,Total Access,RELAIS TROIS BAUDETS
59122001,Carrefour Contact,Carrefour Contact
59116001,Système U,SUPER U HOUPLINES
59492002,Intermarché,INTERMARCHE HOYMILLE
59141002,Carrefour Contact,CARREFOUR CONTACT
59460001,Carrefour Market,Carrefour Market
59460002,Intermarché,INTERMARCHE JEUMONT
59480002,Intermarché,INTERMARCHE LA BASSEE
59253001,Intermarché,INTERMARCHE LA GORGUE
59167001,Carrefour Market,Carrefour Market
59110001,Carrefour Market,Carrefour Market
59110006,Total Access,RELAIS DU PARC
59110005,Total Access,RELAIS LILLE PERIPHERIQUE
59130001,Esso Express,ESSO HIPPODROME
59130002,Intermarché,INTERMARCHE LAMBERSART
59550001,Carrefour Market,Carrefour Market
59550002,Total,SARL GGE DUBAIL CITROEN
59219001,Total,GARAGE HERBERT
59174002,Total,RELAIS LA SENTINELLE
59360003,Intermarché,INTERMARCHE LE CATEAU
59115001,Auchan,AUCHAN LEERS
59530001,Esso Express,ESSO QUERCITAINE
59530002,Intermarché,INTERMARCHE LE QUESNOY
59260007,Total Access,RELAIS LEZENNES
59800001,Carrefour Market,Carrefour Market
59800002,Leclerc,E.LECLERC Lille (Fives)
59000009,Esso Express,ESSO MONTEBELLO FLANDRES
59000010,Esso Express,ESSO ST SAUVEUR
59000018,Total Access,RELAIS DE L'EPINETTE 59
59000020,Total Access,RELAIS D'HELLEMMES
59000016,Total,RELAIS ESQUERMES
59000017,Total Access,RELAIS LILLE DOREZ
59000019,Total Access,RELAIS LILLE TURENNE
59160002,Carrefour,CARREFOUR LOMME
59160004,Intermarché,INTERMARCHE LOMME
59160003,Avia,SARL PETAF
59279002,Esso,SARL LEVANT
59120002,Total Access,RELAIS LOOS LES LILLE
59156002,Intermarché,INTERMARCHE LOURCHES
59720001,Auchan,AUCHAN LOUVROIL
59233001,Carrefour Contact,CARREFOUR CONTACT
59700008,Total,RELAIS MARCQ EN BAR. CROISE LAROCHE
59700004,Esso Express,ESSO CLEMENCEAU
59700009,Total Access,RELAIS MARCQ-EN-BAROEUL
59770002,Carrefour Market,Carrefour Market
59770003,Total,Garage Barbusse
59520001,Intermarché,INTERMARCHE MARQUETTE LEZ LILLE
59520003,Intermarché,SAS LEATWO
59176001,Intermarché,INTERMARCHE MASNY
59600001,Carrefour,CARREFOUR MAUBEUGE
59600006,Total,Total Maubeuge
59370004,Total Access,RELAIS MONS EN BAROEUL
59370002,Intermarché,INTERMARCHE
59246002,Carrefour Contact,Carrefour Contact
59182001,Intermarché,INTERMARCHE MONTIGNY EN OSTREVEN
59420002,Avia,STATION AVIA MOUVAUX RELAIS DES JOUTES
59850002,Système U,HYPER U NIEPPE
59310006,Auchan,auchan supermarché
59310001,Leclerc,E.LECLERC
59310004,Intermarché,INTERMARCHE ORCHIES
59162001,Intermarché,INTERMARCHE OSTRICOURT
59146002,Total Access,RELAIS DE PECQUENCOURT
59494002,Auchan,AUCHAN PETITE FORET
59494009,Total Access,RELAIS PETITE FORET
59133002,Carrefour Contact,Carrefour Contact
59710002,Intermarché,INTERMARCHE PONT A MARCQ
59138001,Indépendant sans enseigne,ETS DUCORNET DEPARIS
59380005,Total Access,RELAIS DE BIEREN DYCK
59243001,Intermarché,INTERMARCHE QUAROUBLE
59890001,Carrefour Market,Carrefour Market
59920001,Carrefour Market,Carrefour Market
59194001,Intermarché,INTERMARCHE RACHES
59554003,Carrefour Market,Carrefour Market
59554005,Total Access,RELAIS RAILLENCOURT-SAINTE-OLLE
59790001,Total,MR DEGAND BERNARD
59223001,Auchan,AUCHAN RONCQ
59223004,Total Access,RELAIS DE RONCQ
59286001,Carrefour Market,Carrefour Market
59100003,Esso Express,ESSO NATIONS UNIES
59100012,Total,RELAIS DE BEAUMONT
59100011,Total,RELAIS ROUBAIX NATIONS UNIES
59184002,Carrefour Contact,CARREFOUR CONTACT
59230002,Leclerc,AMANDIS
59230001,Carrefour Market,Carrefour Market
59350002,Avia,ST ANDRE sarl PETAF
59430002,Esso Express,ESSO ST POL SUR MER
59730003,Système U,SUPER U
59880001,Auchan,AUCHAN SUPERMARCHE
59880002,Elan,GARAGE VILETTE
59211002,Carrefour Contact,Carrefour contact
59216002,Carrefour Contact,CARREFOUR CONTACT
59113007,Avia,Aire de Phalempin-Est
59113001,Carrefour Market,Carrefour Market
59113006,Leclerc,Centre E.LECLERC
59113008,Total,RELAIS PHALEMPIN
59113009,Total Access,RELAIS SECLIN EPINETTE
59474001,Total Access,WACRENIER SA
59450002,Esso Express,ESSO DOUAI
59450003,Indépendant sans enseigne,STATION VERTE
59730001,Carrefour Market,Carrefour Market
59490001,Carrefour Market,Carrefour Market
59490002,Intermarché,INTERMARCHE SOMAIN
59114001,CARAUTOROUTES,AIRE DE SAINT ELOI
59114003,Carrefour Market,Carrefour Market
59114005,Total,RELAIS SAINT LAURENT
59242006,Total,RELAIS GENECH A
59242003,Leclerc,TEMPLEUVE DISTRIBUTION
59114004,Système U,SUPER U TERDEGHEM
59239002,Carrefour Market,Carrefour Market
59554002,Intermarché,INTERMARCHE TILLOY LEZ CAMBRAI
59200003,Esso Express,ESSO DE LA MARNE
59200006,Intermarché,INTERMARCHE TOURCOING
59200008,Total,RELAIS DE L' EGALITE
59200009,Avia,STATION AVIA RELAIS DE LA LYS
59125001,Carrefour Market,Carrefour Market
59125003,Total,DUMEZ
59125004,Total,RELAIS D HURTEBISE
59300011,Auchan,auchan supermarche
59300021,BP,BP VALENCIENNES CROIX DANZIN
59300013,Leclerc,E.LECLERC VALENCIENNES
59300005,Esso Express,ESSO VALENCIENNES
59300016,Total Access,RELAIS DENTELLIERES VALENCIENNES
59300015,Total Access,RELAIS VALENCIENNES
59300006,Auchan,STATION SERVICE AUCHAN VALENCIENNES
59237001,Elan,GARAGE BEVE
59650013,Total Access,RELAIS DU SART
59650011,BP,BP VILLENEUVE D' ASCQ
59650001,Carrefour Market,Carrefour Market
59658001,CORA,cora flers
59650012,Total Access,RELAIS VILLENEUVE D'ASCQ
59491002,Avia,Station Avia Pièces Auto
59650009,Elan,Station Elan
59650002,Supermarché Match,SUPERMARCHES MATCH VILLENEUVE D'ASCQ
59142001,Intermarché,INTERMARCHE
59118001,Supermarché Match,SUPERMARCHES MATCH WAMBRECHIES
59290001,Carrefour,CARREFOUR WASQUEHAL
59290002,Esso Express,ESSO DE LA PILATERIE
59139001,CORA,cora wattignies
59150002,Leclerc,LECLERC WATTRELOS
59136002,Carrefour Market,Carrefour Market
59136001,Total,SARL GARAGE DE LA VALLEE
59119003,Total Access,RELAIS WAZIERS LES TERRILS
59470004,Total Access,SAS nouveau garage des flandres
59470003,Système U,SUPER U WORMHOUT
60250003,Intermarché,INTERMARCHE MOUY
60390001,Carrefour Market,Carrefour Market
60390003,Total,MDK AUTOMOBILES
60000001,Auchan,Auchan Beauvais
60000015,BP,BP BEAUVAIS 8 à Huit
60000007,Carrefour,Carrefour Beauvais Centre
60000006,Esso Express,ESSO KENNEDY
60000010,Intermarché,INTERMARCHE BEAUVAIS /NORD
60000012,Total,RELAIS ESPACE ST GERMAIN
60005001,BP,SEGO
60000011,Carrefour,SOCIETE FINANCIERE RSV CARREFOUR
60320001,Carrefour Market,Carrefour Market
60540002,Carrefour Contact,CONTACT BORNEL
60510001,Intermarché,INTERMARCHE BRESLES
60120002,Carrefour Market,Carrefour Market
60120005,Leclerc,E.LECLERC
60120004,Total,GGE LEFEVRE
60600001,Auchan,AUCHAN SUPERMARCHE
60290002,Leclerc,CAUFFRIDIS
60290003,Intermarché,INTERMARCHE CAUFFRY
60300001,Total,EOR CHAMANT SEMAC
60230004,Total Access,RELAIS NEFLIER
60230002,Leclerc,SODICAMB
60500010,BP,BP CHANTILLY DU PARC AUMONT SPEEDY
60500008,Carrefour Market,Carrefour Market
60500002,Esso Express,ESSO CHANTILLY
60500011,Total Access,RELAIS CHANTILLY
60240001,Supermarché Match,Supermarché MATCH CHAUMONT-EN-VEXIN
60750003,Carrefour Contact,CARREFOUR CONTACT
60600004,Intermarché,INTERMARCHE CLERMONT
60200005,Esso Express,ESSO DU PETIT MARGNY
60200006,Esso Express,ESSO ROYAL LIEU
60200008,Intermarché,INTERMARCHE COMPIEGNE
60200012,Total Access,RELAIS COMPIEGNE
60200002,Indépendant sans enseigne,SARL MAX GUERDIN
60200011,TOTAL,SARL MLD
60200001,Auchan,SUPERMARCHE AUCHAN
60100007,Total,RELAIS DE CREIL
60100003,Avia,SARL ACC2
60100004,Esso,SAS IMMOBILIERE DEBUQUOY
60800003,Carrefour Market,Carrefour Market
60800008,Leclerc,CREPY
60800005,Intermarché,INTERMARCHE CREPY-EN-VALOIS
60800007,Intermarché,INTERMARCHE POID LOURD
60800002,Indépendant sans enseigne,STATION DU MONOPRIX CREPY EN VALOIS
60360002,Leclerc,STATION E.LECLERC
60360001,Carrefour Market,Carrefour Market
60350003,Total Access,RELAIS CUISE L.MOTTE
60490008,Total Access,RELAIS BELICOURT
60600006,Indépendant sans enseigne,SA AUTOSERVICES
60220002,Auchan,AUCHAN SUPERMARCHE
60220004,Indépendant sans enseigne,EURL BEUVIN AURELIA
60000008,Intermarché,INTERMARCHE BEAUVAIS GOINCOURT
60270003,Intermarché,INTERMARCHE GOUVIEUX
60270002,Esso,RELAIS DES 2 TILLEULS ESSO
60210002,Carrefour Market,Carrefour Market
60210001,Esso,CARTIER JACQUELINE
60210003,Intermarché,INTERMARCHE GRANDVILLIERS
60640001,Total,GARAGE VAN ASTEN
60120006,Total,RELAIS HARDIVILLERS
60370002,Intermarché,SAS AVERJISA
60680003,Total Access,RELAIS JONQUIERES
95472001,Leclerc,SERDIS
60610002,Leclerc,E. LECLERC LA CROIX SAINT OUEN
60260001,Carrefour Market,Carrefour Market
60490001,Carrefour Contact,CARREFOUR CONTACT
60310001,Leclerc,E.Leclerc Lassigny
60330004,Total Access,RELAIS DES IRIS
60140003,Leclerc,LECLERC LIANCOURT
60140002,Total,MR DIXIMUS FABRICE
60150001,Carrefour Market,Market
60420001,Carrefour Market,Carrefour Market
60690001,Intermarché,INTERMARCHE
60110002,Auchan,AUCHAN MERU
60160003,Total Access,RELAIS MONTATAIRE
60160002,Leclerc,S.D.R.C. DEVELOPPEMENT
60250001,BP,SEGO
60190002,Intermarché,INTERMARCHE MOYVILLERS
60190003,Total,RELAIS BOIS LIHUS
60440001,Intermarché,INTERMARCHE NANTEUIL LE HAUDOUIN
60530003,Carrefour Market,Carrefour Market
60180001,Auchan,AUCHAN
60400001,Auchan,Hypermarché AUCHAN
60400003,Intermarché,INTERMARCHE NOYON
60400005,Total Access,RELAIS ST CLAUDE JAURES
60650006,carrefour,CARREFOUR CONTACT
60560001,Intermarché,INTERMARCHE ORRY LA VILLE
60700005,Leclerc,E LECLERC
60700002,Intermarché,INTERMARCHE PONT STE MAXENCE
60700004,Total Access,RELAIS PONT STE MAXENCE
60290005,Total Access,RELAIS DU TIRELET
60490007,Total,RELAIS RESSONS /MATZ
60490005,Agip,AGIP RESSONS A1
60170003,Leclerc,LECLERC SODIRIB
60650002,Esso,RENE PATRICE
60730004,Total,krite 1
60730002,Système U,SUPER U - SAINTE GENEVIEVE
60130001,Leclerc,SAINT JUDIST
60740001,CORA,HYPERMARCHE CORA ST MAXIMIN
60650004,Intermarché,INTERMARCHE ST PAUL
60300003,BP,BP SENLIS DE GAULLE
60300008,BP,BP SENLIS FOCH
60300005,Intermarché,INTERMARCHE SENLIS
60300007,Total,RELAIS 3 FORETS
60590002,Carrefour Contact,Carrefour contact
60380001,Indépendant sans enseigne,STATION SERVICE COMMUNALE
60150003,Système U,SUPER U thourotte
60590001,Leclerc,STE TRIDIS
60112002,Total,GARAGE CHAPRON
60350002,Intermarché,INTERMARCHE TROSLY-BREUIL
60280001,Carrefour,Carrefour Venette
60410003,Carrefour Contact,CARREFOUR CONTACT
60870002,Intermarché,INTERMARCHE VILLERS SAINT PAUL
60870003,Total Access,RELAIS DE LA BRECHE
60340001,Carrefour Market,Market
61000008,Indépendant sans enseigne,BAYI CARBURANTS
61003001,Carrefour,CARREFOUR ALENCON
61000002,Carrefour Market,Carrefour Market
61000006,Carrefour Market,Carrefour Market Gare
61000005,Esso Express,ESSO DU STADE ALENCON
61200006,Leclerc,ARGENTAN DISTRIBUTION
61200001,Carrefour Market,Carrefour Market
61200007,Intermarché,INTERMARCHE ARGENTAN
61200003,Total,M. CORBEL BERNARD
61430002,Carrefour Contact,CARREFOUR CONTACT
61430003,Indépendant sans enseigne,SARL POIRIER AUTOMOBILE
61140002,Casino,CASINO BAGNOLES DE L'ORNE
61220001,G20,G20 - SARL LA BRIOUZAINE
61320002,Total,GARAGE C.M.C.
61250002,Total,SARL ASS.AUTO.ALENC.GGE TAHIER
61700003,Carrefour Market,Carrefour Market
61700001,Total,GARAGE FOUQUET STATION TOTAL
61700002,Intermarché,INTERMARCHE DOMFRONT
61100004,Elan,BLONDEAU Philippe
61100009,Avia,Garage services auto 61
61100006,Intermarché,INTERMARCHE FLERS DE L'ORNE
61100008,Leclerc,Leclerc drive
61100005,Leclerc,SODIFLERS
61100003,Carrefour Market,ST GEORGES DES GROSEILLERS
61200008,Avia,AVIA SARL FAJIVA
61230002,Total,MR GAUTIER JEROME
61230004,ESSO,VTS AUTOMOBILES
61140001,Carrefour Contact,SUPERMARCHE CARREFOUR CONTACT
61600002,Leclerc,FERMADIS
61600003,Intermarché,INTERMARCHE LA FERTE MACE
61300002,Intermarché,INTERMARCHE L'AIGLE
61302001,Leclerc,RISLDIS
61230001,Avia,SARL LCV
61290002,Intermarché Contact,INTERMARCHE LONGNY AU PERCHE
61400003,Intermarché,INTERMARCHE MORTAGNE AUX PERCHES
61400004,Elan,SAINT ELOI SARL
61240001,Total,EURL CARROSSERIE MAHERAULT
61110002,Intermarché,INTERMARCHE REMALARD
61440001,Indépendant sans enseigne,GARAGE LETALLEC
61000001,Carrefour Market,Carrefour Market
61170001,Intermarché,INTERMARCHE
61400002,Total,RELAIS DES GAILLONS
61400001,Système U,STATION U
61130001,Carrefour Market,Carrefour Market
61790001,Leclerc,STATION DRIVE ST PIERRE DU REGARD
61500004,Carrefour Market,Carrefour Market
61500003,Intermarché,INTERMARCHE
61500002,Total,SEES AUTOMOBILES
61100007,Carrefour Market,Carrefour Market
61190002,Carrefour Contact,CARREFOUR CONTACT
61160001,Carrefour Contact,CARREFOUR CONTACT
61250003,Total,RELAIS DE LA DENTELLE D'ALENCON
61120002,Carrefour Market,Carrefour Market
61120001,Avia,GARAGE LETOURNEUR
62217003,Intermarché,INTERMARCHE ACHICOURT-ARRAS
62120001,Carrefour,CARREFOUR AIRE SUR LA LYS
62120006,Esso Express,ESSO INGLARD
62160001,Carrefour Market,Carrefour Market
62142001,Intermarché Contact,INTERMARCHE ALINCTHUN
62164001,Indépendant sans enseigne,GARAGE DUPUIS DEBERDT ATELIER OPEL
62143003,BP,BP A26 AIRE D'ANGRES
62143002,Leclerc,LECLERC ANGRES
62880001,Système U,SUPER U
62134001,Carrefour Contact,SARL F2C
62610001,Carrefour Market,Carrefour Market
62510002,Carrefour Market,Carrefour Market
62510003,Intermarché,INTERMARCHE ARQUES
62000005,Leclerc,ARRADIS
62012001,Auchan,Auchan
62000001,Auchan,AUCHAN SUPERMARCHE
62000013,Total,RELAIS ARRAS ROSATI
62000014,Total Access,RELAIS DU ROND POINT
62170003,Leclerc,ATTINDIS
62690001,Carrefour Market,Carrefour Market
62260002,Carrefour Market,Carrefour Market
62770001,Dia,Carrefour contact
62138002,Carrefour,CARREFOUR AUCHY LES MINES
62370001,Carrefour Market,Carrefour Market
62610002,Auchan,AUCHAN SUPERMARCHE
62390001,Intermarché,INTERMARCHE AUXI LE CHATEAU
62810001,Carrefour Market,Market
62810002,Indépendant sans enseigne,SARL BONA
62210002,Auchan,AUCHAN SUPERMARCHE
62210001,Carrefour Market,Carrefour Market
62450004,Leclerc,BAPAUME DISTRIBUTION
62450001,Carrefour Market,Carrefour Market
62450003,Intermarché,INTERMARCHE BAPAUME
62450005,Total Access,RELAIS ST FIACRE
62620002,MARKET,MARKET
62620001,Total,SARL LABBE
62123003,Carrefour Contact,CARREFOUR CONTACT BEAUMETZ LES LOGES
62217001,Carrefour Market,Carrefour Market
62990001,Carrefour Market,Market SAS NCL
62600002,Carrefour,CARREFOUR BERCK SUR MER
62600003,Carrefour Market,Carrefour Market
62600005,Total,RELAIS IMPERATRICE
62600004,Indépendant sans enseigne,STATION GARAGE FRAMBERY
62400001,Auchan,AUCHAN BETHUNE
62400002,Carrefour Market,Carrefour Market
62400004,Total,SAS LE TURBEAUTE
62250010,Total,RELAIS EPITRE
62660001,Carrefour Market,Carrefour Market
62660004,Total,RELAIS DU QUINTY
62660003,Leclerc,VERMELDIS
62118002,Système U,STATION U
62138001,Auchan,AUCHAN SUPERMARCHE
62200004,Intermarché,INTERMARCHE BOULOGNE SUR MER
62200005,Total,RELAIS BOULOGNE S.MER DAUNOU
62117002,Intermarché,INTERMARCHE BREBIERES
62700001,CORA,Cora bruay
62700003,Intermarché,INTERMARCHE BRUAY EN ARTOIS
62700008,Total,RELAIS DE LA LAWE
62116001,Carrefour Contact,SARL DUPRIEZ DISTRI
62160002,Carrefour Market,Carrefour Market
62160004,Intermarché,INTERMARCHE BULLY LES MINES
62100001,Auchan,AUCHAN CALAIS LES 2 CAPS
62100023,BP,BP CALAIS LES DUNES
62100019,BP,BP CALAIS PETIT COURGAIN
62100022,BP,BP CALAIS VIRVAL
62101001,Carrefour,CARREFOUR CALAIS MIVOIX
62100011,Carrefour Market,Carrefour Market
62100014,Indépendant sans enseigne,ETS CARON
62100016,Intermarché,INTERMARCHE CALAIS
62100024,Total,RELAIS CALAIS ROCADE EST
62100027,Total,RELAIS DES PIERRETTES
62100002,Total,SARL HOTEL DE VILLE
62100006,Avia,SARL PETAF
62100012,Esso,SOFIDAP Calais
62470004,Total,JMV
62149001,Esso Express,ESSO BLANQUART
62176001,Intermarché,INTERMARCHE CAMIERS
62870002,Carrefour Contact,CARREFOUR CONTACT SARL ELYSSO DISTRI
62120013,Intermarché,INTERMARCHE WARDRECQUES
62170002,Carrefour Market,Carrefour Market sas campi
62220001,Total,EOR CARVIN SANEG
62220002,Leclerc,LECLERC CARVIN
62220003,Roady,ROADY CARVIN
62260001,Total,EOR CAUCHY LA TOUR COUSIN
62920001,Total,SARL DELABROY
62901001,Carrefour,CARREFOUR COQUELLES
62100026,Total,RELAIS EUROTUNNEL STATION PL
62100025,Total,RELAIS EUROTUNNEL STATION VL
62137001,Esso,Station des Princes
62970003,Leclerc,LECLERC COURCELLES LES LENS
62710001,CORA,CORA
62710002,Netto,NETTO COURRIERES
62560002,Elan,ETS LEMAITRE
62128007,BP,BP AIRE DE ST LEGER
62128006,Carrefour contact,CARREFOUR CONTACT
62780003,Intermarché,INTERMARCHE CUCQ
62780004,Total Access,RELAIS DU TOUQUET
62780001,Total,SARL GARAGE DE LA COTE OPALE
62000006,Leclerc,DAINVILDIS
62240005,Carrefour Contact,Carrefour Contact
62240004,Carrefour Market,Market
62460002,Carrefour Market,CARREFOUR MARKET ERCAVITO
62910001,Carrefour Market,Market
62400003,Carrefour Market,Carrefour Market
62630003,Carrefour Market,Carrefour Market
62630002,Esso,STATION ESSO
62630004,Leclerc,LECLERC ETAPLES
62560003,Carrefour Contact,EURL NFLP DISTRI
62740001,Esso Express,ESSO ROCADE LENS
62490003,Total Access,RELAIS FRESNES LES MONTAUBAN
62270002,Carrefour Market,Carrefour Market
62310001,Carrefour Market,Carrefour Market
62160003,Esso Express,ESSO GRENAY
62330002,Intermarché,INTERMARCHE CONTACT GUARBECQUE
62340001,Carrefour Market,Carrefour Market
62940001,Carrefour Market,Carrefour Market
62440001,Auchan,AUCHAN SUPERMARCHE
62110004,Total Access,RELAIS DES HAUTOITS
62110003,Total,RELAIS HENIN BEAUMONT
